player_id,player_name,team,nationality,position,sources
39658,Romário de Souza Faria,Brazil,Brazil,,"[""statsbomb_open_data""]"
62954,Romée Leuchter,Netherlands Women's,Netherlands,Center Forward,"[""statsbomb_open_data""]"
8947,Ron-Robert Zieler,Hannover 96,Germany,Goalkeeper,"[""statsbomb_open_data""]"
15477,Ronald Alberto Matarrita Ulate,Costa Rica,Costa Rica,Left Wing Back,"[""statsbomb_open_data""]"
32480,Ronald Federico Araújo da Silva,Barcelona,Uruguay,Right Center Back,"[""statsbomb_open_data""]"
26410,Ronald Louis Gaspercic,Albacete,Belgium,Goalkeeper,"[""statsbomb_open_data""]"
8516,Ronaldo Aparecido Rodrigues,Wolfsburg,Brazil,Right Center Back,"[""statsbomb_open_data""]"
25928,Ronaldo Luíz Nazário de Lima,Real Madrid,Brazil,Center Forward,"[""statsbomb_open_data""]"
386515,Ronaldo Pompeu da Silva,Empoli,Brazil,Center Defensive Midfield,"[""statsbomb_open_data""]"
25879,Ronaldo de Assis Moreira,Barcelona,Brazil,Left Wing,"[""statsbomb_open_data""]"
4258,Ronaël Pierre-Gabriel,Saint-Étienne,France,Right Back,"[""statsbomb_open_data""]"
397843,Ronnie Carl Hellström,Sweden,,Goalkeeper,"[""statsbomb_open_data""]"
400623,Ronny Heberson Furtado de Araújo,Hertha Berlin,Brazil,Right Wing,"[""statsbomb_open_data""]"
24763,Ronny Johnsen,Aston Villa,Norway,Left Center Back,"[""statsbomb_open_data""]"
2955,Ronny Rodelin,Lille,France,Left Center Midfield,"[""statsbomb_open_data""]"
66721,Ronwen Williams,South Africa,South Africa,Goalkeeper,"[""statsbomb_open_data""]"
5222,Roozbeh Cheshmi,Iran,"Iran, Islamic Republic of",Center Back,"[""statsbomb_open_data""]"
397835,Roque Díaz Fuentes,Las Palmas,Spain,Right Center Back,"[""statsbomb_open_data""]"
26783,Roque Luis Santa Cruz Cantero,Málaga,Paraguay,Left Center Forward,"[""statsbomb_open_data""]"
3610,Roque Mesa Quevedo,Sevilla,Spain,Left Attacking Midfield,"[""statsbomb_open_data""]"
40435,Rory Delap,Southampton,Ireland,Left Center Midfield,"[""statsbomb_open_data""]"
50390,Rosalia Pipitone,Italy Women's,Italy,,"[""statsbomb_open_data""]"
25689,Rosario Balmaceda,Chile Women's,Chile,Left Wing,"[""statsbomb_open_data""]"
402785,Rosario del Carmen Vargas Sarasqueta,Panama Women's,Panama,Left Center Back,"[""statsbomb_open_data""]"
112729,Rose Kite,Reading WFC,England,,"[""statsbomb_open_data""]"
402013,Roseline Éloissaint,Haiti Women's,Haiti,Center Forward,"[""statsbomb_open_data""]"
21048,Rosella Ayane,Bristol City WFC,Morocco,Left Wing,"[""statsbomb_open_data""]"
53993,Roselord Borgella,Haiti Women's,Haiti,Center Forward,"[""statsbomb_open_data""]"
4949,Rosemary Kathleen Lavelle,United States Women's,United States of America,Right Center Midfield,"[""statsbomb_open_data""]"
19896,Rosie Kmita,West Ham United LFC,England,Right Wing,"[""statsbomb_open_data""]"
4948,Rosie White,New Zealand Women's,New Zealand,Center Attacking Midfield,"[""statsbomb_open_data""]"
26504,Rosinei Adolfo,Real Murcia CF,Brazil,Right Center Forward,"[""statsbomb_open_data""]"
4275,Ross Barkley,Everton,England,Right Center Midfield,"[""statsbomb_open_data""]"
11129,Ross McCrorie,Scotland,Scotland,,"[""statsbomb_open_data""]"
41006,Ross Turnbull,Chelsea,England,,"[""statsbomb_open_data""]"
26842,Rovérsio Rodrigues de Barros,Osasuna,Brazil,Left Center Back,"[""statsbomb_open_data""]"
124763,Rowllin Borges,Mumbai City,India,Right Defensive Midfield,"[""statsbomb_open_data""]"
15543,Roy Beerens,Hertha Berlin,Netherlands,Right Midfield,"[""statsbomb_open_data""]"
40364,Roy Carroll,Manchester United,Northern Ireland,Goalkeeper,"[""statsbomb_open_data""]"
24805,Roy Keane,Manchester United,Ireland,Left Center Midfield,"[""statsbomb_open_data""]"
163344,Roy Krishna,ATK Mohun Bagan,Fiji,Center Forward,"[""statsbomb_open_data""]"
21568,Royston Ricky Drenthe,Real Madrid,Netherlands,Left Midfield,"[""statsbomb_open_data""]"
3763,Ruben Aguilar,AS Monaco,France,Right Wing Back,"[""statsbomb_open_data""]"
398868,Ruben Correa,Peru,,,"[""statsbomb_open_data""]"
3504,Ruben Loftus-Cheek,Chelsea,England,Center Attacking Midfield,"[""statsbomb_open_data""]"
30401,Ruben Vargas,Switzerland,Switzerland,Center Attacking Midfield,"[""statsbomb_open_data""]"
40458,Rubens Fernando Moedim,Juventus,Brazil,,"[""statsbomb_open_data""]"
82257,Rubin Colwill,Wales,Wales,Right Defensive Midfield,"[""statsbomb_open_data""]"
21859,Ruby Grant,Arsenal WFC,England,Center Midfield,"[""statsbomb_open_data""]"
41812,Ruby Mace,Arsenal WFC,England,Left Wing,"[""statsbomb_open_data""]"
11300,Rubén Alcaraz Jiménez,Real Valladolid,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
20129,Rubén Baraja Vegas,Valencia,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
397652,Rubén Bareño,Uruguay,Uruguay,,"[""statsbomb_open_data""]"
6795,Rubén Blanco Veiga,Celta Vigo,Spain,Goalkeeper,"[""statsbomb_open_data""]"
6832,Rubén Castro Martín,Real Betis,Spain,Left Center Forward,"[""statsbomb_open_data""]"
6612,Rubén Duarte Sánchez,Deportivo Alavés,Spain,Left Back,"[""statsbomb_open_data""]"
23943,Rubén García Santos,Levante UD,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
26068,Rubén González Rocha,Racing Santander,Spain,Left Center Back,"[""statsbomb_open_data""]"
25921,Rubén Gracia Calmache,RC Deportivo La Coruña,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
398078,Rubén Hugo Ayala,Argentina,Argentina,Right Attacking Midfield,"[""statsbomb_open_data""]"
6730,Rubén Iván Martínez Andrade,Rayo Vallecano,Spain,Goalkeeper,"[""statsbomb_open_data""]"
26062,Rubén Martín Pulido,Getafe,Spain,Right Back,"[""statsbomb_open_data""]"
47490,Rubén Miño Peralta,Barcelona,Spain,,"[""statsbomb_open_data""]"
25970,Rubén Navarro Méndez,Deportivo Alavés,Spain,Left Midfield,"[""statsbomb_open_data""]"
398074,Rubén Oscar Glariá,Argentina,Argentina,Right Center Back,"[""statsbomb_open_data""]"
6899,Rubén Pardo Gutiérrez,Real Sociedad,Spain,Right Center Forward,"[""statsbomb_open_data""]"
6710,Rubén Peña Jiménez,Eibar,Spain,Right Back,"[""statsbomb_open_data""]"
26041,Rubén Pérez Chueca,Gimnàstic Tarragona,Spain,Goalkeeper,"[""statsbomb_open_data""]"
6680,Rubén Rochina Naixes,Levante UD,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
397993,Rubén Rossi,Argentina U20,Argentina,Left Center Back,"[""statsbomb_open_data""]"
6599,Rubén Salvador Pérez Del Mármol,Leganés,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
6613,Rubén Sobrino Pozuelo,Deportivo Alavés,Spain,Center Forward,"[""statsbomb_open_data""]"
26805,Rubén Suárez Estrada,Levante UD,Spain,Right Back,"[""statsbomb_open_data""]"
20540,Rubén de la Red Gutiérrez,Real Madrid,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
39767,Rudi Völler,Germany,Germany,Right Center Forward,"[""statsbomb_open_data""]"
19362,Rudy Gestede,Aston Villa,Benin,Center Forward,"[""statsbomb_open_data""]"
35406,Ruesha Littlejohn,West Ham United LFC,Ireland,Center Forward,"[""statsbomb_open_data""]"
39827,Rui Gil Soares de Barros,Juventus,Portugal,Left Center Midfield,"[""statsbomb_open_data""]"
15017,Rui Manuel César Costa,AC Milan,Portugal,Right Center Midfield,"[""statsbomb_open_data""]"
15867,Rui Pedro da Rocha Fonte,Espanyol,Portugal,Center Attacking Midfield,"[""statsbomb_open_data""]"
5205,Rui Pedro dos Santos Patrício,Portugal,Portugal,Goalkeeper,"[""statsbomb_open_data""]"
24140,Rui Tiago Dantas da Silva,Granada,Portugal,Goalkeeper,"[""statsbomb_open_data""]"
25490,Rui Zhang,China PR Women's,China,Right Center Midfield,"[""statsbomb_open_data""]"
4998,Rumi Utsugi,Japan Women's,Japan,Left Center Midfield,"[""statsbomb_open_data""]"
8577,Rune Almenning Jarstein,Hertha Berlin,Norway,Goalkeeper,"[""statsbomb_open_data""]"
9636,Rushian Hepburn-Murphy,Aston Villa,England,Left Center Forward,"[""statsbomb_open_data""]"
16557,Ruslan Malinovskiy,Ukraine,Ukraine,Right Center Midfield,"[""statsbomb_open_data""]"
13369,Russell Canouse,Hoffenheim,United States of America,Center Defensive Midfield,"[""statsbomb_open_data""]"
21212,Russell Martin,Norwich City,Scotland,Right Center Back,"[""statsbomb_open_data""]"
4640,Rut Hedvig Lindahl,Chelsea FCW,Sweden,Goalkeeper,"[""statsbomb_open_data""]"
402003,Ruthny Mathurin,Haiti Women's,Haiti,Right Center Back,"[""statsbomb_open_data""]"
397812,Ruud Geels,Netherlands,Netherlands,,"[""statsbomb_open_data""]"
39720,Ruud Krol,Ajax,Netherlands,Left Back,"[""statsbomb_open_data""]"
19729,Ruud van Nistelrooy,Manchester United,Netherlands,Center Forward,"[""statsbomb_open_data""]"
25479,Ruyin Tan,China PR Women's,China,Right Midfield,"[""statsbomb_open_data""]"
6661,Ryad Boudebouz,Saint-Étienne,Algeria,Center Forward,"[""statsbomb_open_data""]"
3807,Ryan Allsop,AFC Bournemouth,England,Goalkeeper,"[""statsbomb_open_data""]"
9930,Ryan Bennett,Norwich City,England,Right Center Back,"[""statsbomb_open_data""]"
20045,Ryan Bertrand,Chelsea,England,Left Wing,"[""statsbomb_open_data""]"
12510,Ryan Christie,Scotland,Scotland,Left Center Forward,"[""statsbomb_open_data""]"
16000,Ryan Donk,Real Betis,Suriname,Center Defensive Midfield,"[""statsbomb_open_data""]"
3581,Ryan Fraser,Scotland,Scotland,Left Center Midfield,"[""statsbomb_open_data""]"
23250,Ryan Fulton,Liverpool,Scotland,,"[""statsbomb_open_data""]"
20175,Ryan Giggs,Manchester United,Wales,Right Defensive Midfield,"[""statsbomb_open_data""]"
23230,Ryan Gravenberch,Netherlands,Netherlands,Right Defensive Midfield,"[""statsbomb_open_data""]"
16441,Ryan Guno Babel,RC Deportivo La Coruña,Netherlands,Right Center Forward,"[""statsbomb_open_data""]"
12569,Ryan Hollingshead,LAFC,United States of America,Left Back,"[""statsbomb_open_data""]"
40485,Ryan Isaac Mendes da Graça,Lille,Cape Verde,Left Center Back,"[""statsbomb_open_data""]"
10008,Ryan Jack,Scotland,Scotland,,"[""statsbomb_open_data""]"
40127,Ryan Mason,Tottenham Hotspur,England,Left Defensive Midfield,"[""statsbomb_open_data""]"
21527,Ryan Meara,New York Red Bulls,Ireland,,"[""statsbomb_open_data""]"
4218,Ryan Nyambe,Namibia,Namibia,Right Back,"[""statsbomb_open_data""]"
18797,Ryan Porteous,Scotland,Scotland,Right Center Back,"[""statsbomb_open_data""]"
243182,Ryan Sailor,Inter Miami,United States of America,,"[""statsbomb_open_data""]"
4752,Ryan Seager,Southampton,England,,"[""statsbomb_open_data""]"
4035,Ryan Shawcross,Stoke City,England,Right Center Back,"[""statsbomb_open_data""]"
3921,Ryan Williams,North Carolina Courage,United States of America,Left Back,"[""statsbomb_open_data""]"
401535,Ryann Torrero,Chile Women's,Chile,,"[""statsbomb_open_data""]"
7696,Ryder Matos Santos,Carpi,Brazil,Right Midfield,"[""statsbomb_open_data""]"
55065,Rylee Foster,Liverpool WFC,Canada,,"[""statsbomb_open_data""]"
37194,Ryota Oshima,Japan,Japan,,"[""statsbomb_open_data""]"
6327,Rándall Azofeifa Corrales,Costa Rica,Costa Rica,Left Center Midfield,"[""statsbomb_open_data""]"
401478,Rémi Gomis,Nantes,Senegal,Center Forward,"[""statsbomb_open_data""]"
7365,Rémi Mulumba,Lorient,"Congo, (Kinshasa)",Left Center Midfield,"[""statsbomb_open_data""]"
7374,Rémi Oudin,Bordeaux,France,Left Wing Back,"[""statsbomb_open_data""]"
3136,Rémi Walter,OGC Nice,France,Left Center Forward,"[""statsbomb_open_data""]"
3420,Rémy Cabella,Marseille,France,Left Wing,"[""statsbomb_open_data""]"
7684,Rémy Descamps,Nantes,France,,"[""statsbomb_open_data""]"
308323,Rémy Labeau Lascary,Lens,France,,"[""statsbomb_open_data""]"
25377,Rémy Riou,Nantes,France,Goalkeeper,"[""statsbomb_open_data""]"
2963,Rémy Vercoutre,Caen,France,Goalkeeper,"[""statsbomb_open_data""]"
34904,Róbert Boženík,Slovakia,Slovakia,Center Forward,"[""statsbomb_open_data""]"
16307,Róbert Mak,Slovakia,Slovakia,Left Wing,"[""statsbomb_open_data""]"
6876,Róbert Mazáň,Celta Vigo,Slovakia,Left Back,"[""statsbomb_open_data""]"
25930,Róbson de Souza,Real Madrid,Brazil,Left Wing,"[""statsbomb_open_data""]"
7694,Rômulo Souza Orestes Caldeira,Hellas Verona,Italy,Left Back,"[""statsbomb_open_data""]"
6857,Rúben Afonso Borges Semedo,Huesca,Portugal,Right Midfield,"[""statsbomb_open_data""]"
9927,Rúben Diogo Da Silva Neves,Portugal,Portugal,Right Center Midfield,"[""statsbomb_open_data""]"
11161,Rúben Micael Freitas da Ressurreição,Real Zaragoza,Portugal,Center Attacking Midfield,"[""statsbomb_open_data""]"
6592,Rúben Miguel Nunes Vezo,Levante UD,Portugal,Right Center Back,"[""statsbomb_open_data""]"
5206,Rúben Santos Gato Alves Dias,Portugal,Portugal,Left Center Back,"[""statsbomb_open_data""]"
10986,Rúnar Alex Rúnarsson,Iceland,Iceland,,"[""statsbomb_open_data""]"
5495,Rúrik Gíslason,Iceland,Iceland,Right Midfield,"[""statsbomb_open_data""]"
42173,Rüdiger Schnuphase,German DR,Germany,Left Midfield,"[""statsbomb_open_data""]"
10727,Răzvan Dincă Raț,Rayo Vallecano,Romania,Left Back,"[""statsbomb_open_data""]"
16344,Răzvan Gabriel Marin,Romania,Romania,Right Center Midfield,"[""statsbomb_open_data""]"
138354,Răzvan Ștefan Popa,Inter Milan,Romania,,"[""statsbomb_open_data""]"
34534,Rıdvan Yılmaz,Turkey,Turkey,,"[""statsbomb_open_data""]"
124496,Saad Abdullah Al Sheeb,Qatar,Qatar,Goalkeeper,"[""statsbomb_open_data""]"
70692,Saad Ali Saadeldin Samir,Egypt,Egypt,,"[""statsbomb_open_data""]"
224849,Saara Katariina Kosola,WNT Finland,Finland,Left Center Midfield,"[""statsbomb_open_data""]"
7087,Saba Lobzhanidze,Georgia,Georgia,Left Wing,"[""statsbomb_open_data""]"
135595,Sabah Seghir,Morocco Women's,Morocco,,"[""statsbomb_open_data""]"
5652,Saber Khalifa,Tunisia,Tunisia,Center Forward,"[""statsbomb_open_data""]"
6666,Sabin Merino Zuloaga,Leganés,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
41107,Sabit Abdulai,Getafe,Ghana,Right Center Midfield,"[""statsbomb_open_data""]"
5102,Sabrina D’Angelo,Canada Women's,Canada,Goalkeeper,"[""statsbomb_open_data""]"
24946,Sacha Boey,Bayern Munich,Cameroon,Left Wing Back,"[""statsbomb_open_data""]"
121296,Sacha Delaye,Montpellier,France,Right Wing,"[""statsbomb_open_data""]"
300924,Sacha Jordan Bansé,Burkina Faso,Burkina Faso,Left Defensive Midfield,"[""statsbomb_open_data""]"
175652,Sachin Suresh,Kerala Blasters,India,,"[""statsbomb_open_data""]"
7329,Sada Thioub,Saint-Étienne,Senegal,Right Wing,"[""statsbomb_open_data""]"
23538,Sadegh Moharrami,Iran,"Iran, Islamic Republic of",Right Wing Back,"[""statsbomb_open_data""]"
401957,Sadie Mitchel,Everton LFC,Scotland,,"[""statsbomb_open_data""]"
3629,Sadio Mané,Liverpool,Senegal,Left Wing,"[""statsbomb_open_data""]"
5722,Saeid Ezatolahi Afagh,Iran,"Iran, Islamic Republic of",Left Defensive Midfield,"[""statsbomb_open_data""]"
181010,Sael Kumbedi Nseke,Lyon,France,Right Wing Back,"[""statsbomb_open_data""]"
192256,Safia Middleton-Patel,Wales,Wales,Goalkeeper,"[""statsbomb_open_data""]"
124750,Sahal Abdul Samad,Kerala Blasters,India,Right Midfield,"[""statsbomb_open_data""]"
179263,Sahil Panwar,Odisha,India,Left Back,"[""statsbomb_open_data""]"
164487,Sahil Tavora,Hyderabad,India,Right Defensive Midfield,"[""statsbomb_open_data""]"
4630,Saido Berahino,West Bromwich Albion,Burundi,Right Center Forward,"[""statsbomb_open_data""]"
46008,Saidou Sow,Saint-Étienne,Guinea,Right Center Back,"[""statsbomb_open_data""]"
3417,Saidy Janko,Real Valladolid,Gambia,Right Wing Back,"[""statsbomb_open_data""]"
177429,Saikhom Goutam Singh,East Bengal,India,,"[""statsbomb_open_data""]"
15257,Saki Kumagai,Japan Women's,Japan,Right Center Back,"[""statsbomb_open_data""]"
131641,Sakiko Ikeda,Japan Women's,Japan,,"[""statsbomb_open_data""]"
10117,Sakina Karchaoui,France Women's,France,Left Back,"[""statsbomb_open_data""]"
402655,Sakina Ouzraoui Diki,Morocco Women's,Morocco,Right Midfield,"[""statsbomb_open_data""]"
164494,Salam Ranjan Singh,Chennaiyin,India,Right Center Back,"[""statsbomb_open_data""]"
51469,Saleh Khalid Al Shehri,Saudi Arabia,Saudi Arabia,Right Center Forward,"[""statsbomb_open_data""]"
124526,Salem Ali Al Hajri,Qatar,Qatar,,"[""statsbomb_open_data""]"
5187,Salem Mohammed Al Dawsari,Saudi Arabia,Saudi Arabia,Left Midfield,"[""statsbomb_open_data""]"
40256,Salif Alassane Diao,Liverpool,Senegal,Right Defensive Midfield,"[""statsbomb_open_data""]"
5664,Salif Sané,Hannover 96,Senegal,Left Defensive Midfield,"[""statsbomb_open_data""]"
20637,Salih Uçan,AS Roma,Turkey,Right Wing,"[""statsbomb_open_data""]"
9085,Salih Özcan,Borussia Dortmund,Turkey,Left Center Midfield,"[""statsbomb_open_data""]"
45956,Salim Ben Seghir,Marseille,France,,"[""statsbomb_open_data""]"
31029,Salis Abdul Samed,Lens,Ghana,Right Defensive Midfield,"[""statsbomb_open_data""]"
46564,Salma Amani,Morocco Women's,Morocco,Right Center Forward,"[""statsbomb_open_data""]"
222682,Salma Paralluelo Ayingono,Spain Women's,Spain,Left Wing,"[""statsbomb_open_data""]"
5178,Salman Mohammed Al Faraj,Saudi Arabia,Saudi Arabia,Right Center Midfield,"[""statsbomb_open_data""]"
8575,Salomon Armand Magloire Kalou,Chelsea,Côte d'Ivoire,Right Wing,"[""statsbomb_open_data""]"
3019,Salomon Junior Sambia,Montpellier,France,Right Back,"[""statsbomb_open_data""]"
199540,Salomón Asumo Obama Ondo,Equatorial Guinea,Equatorial Guinea,,"[""statsbomb_open_data""]"
26246,Salvador Ballesta Vialcho,Málaga,Spain,Center Forward,"[""statsbomb_open_data""]"
398161,Salvador Farfán,Mexico,Mexico,,"[""statsbomb_open_data""]"
22271,Salvador Ichazo Fernández,Torino,Uruguay,Goalkeeper,"[""statsbomb_open_data""]"
398152,Salvador Reyes Monteón,Mexico,Mexico,Left Center Midfield,"[""statsbomb_open_data""]"
24577,Salvador Ruiz Rodríguez,Granada,Spain,Left Back,"[""statsbomb_open_data""]"
24072,Salvador Sevilla López,Espanyol,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
23973,Salvador Sánchez Ponce,Cádiz,Spain,Right Midfield,"[""statsbomb_open_data""]"
39952,Salvatore Bagni,Napoli,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
7469,Salvatore Sirigu,Sevilla,Italy,Goalkeeper,"[""statsbomb_open_data""]"
29758,Sam Adekugbe,Canada,Canada,Right Wing Back,"[""statsbomb_open_data""]"
3479,Sam Field,West Bromwich Albion,England,Left Wing,"[""statsbomb_open_data""]"
9458,Sam Johnstone,Manchester United,England,,"[""statsbomb_open_data""]"
3878,Sam Morsy,Egypt,Egypt,Left Center Midfield,"[""statsbomb_open_data""]"
5240,Saman Ghoddos,Iran,"Iran, Islamic Republic of",Left Wing,"[""statsbomb_open_data""]"
5101,Samantha Johnson,Chicago Red Stars,United States of America,Left Center Back,"[""statsbomb_open_data""]"
5087,Samantha June Mewis,United States Women's,United States of America,Left Center Midfield,"[""statsbomb_open_data""]"
4961,Samantha May Kerr,Chelsea FCW,Australia,Right Wing,"[""statsbomb_open_data""]"
91207,Sambou Soumano,Lorient,Senegal,Left Center Forward,"[""statsbomb_open_data""]"
23660,Sambou Yatabaré,Werder Bremen,Mali,Right Wing,"[""statsbomb_open_data""]"
133305,Samet Akaydin,Turkey,Turkey,Right Center Back,"[""statsbomb_open_data""]"
34389,Sami Hyypiä,Liverpool,Finland,Left Center Back,"[""statsbomb_open_data""]"
51632,Sami Khalil Al Naji,Saudi Arabia,Saudi Arabia,Center Attacking Midfield,"[""statsbomb_open_data""]"
5566,Sami Khedira,Real Madrid,Germany,Center Defensive Midfield,"[""statsbomb_open_data""]"
187211,Samik Mitra,Chennaiyin,India,Goalkeeper,"[""statsbomb_open_data""]"
7794,Samir Caetano de Souza Santos,Hellas Verona,Brazil,Left Center Back,"[""statsbomb_open_data""]"
7001,Samir Handanovič,Inter Milan,Slovenia,Goalkeeper,"[""statsbomb_open_data""]"
20253,Samir Nasri,Sevilla,France,Left Wing,"[""statsbomb_open_data""]"
36540,Samir Ujkani,Genoa,Kosovo,,"[""statsbomb_open_data""]"
41000,Sammy Jo Prudhomme,Houston Dash,United States of America,,"[""statsbomb_open_data""]"
6829,Samuel Castillejo Azuaga,Villarreal,Spain,Left Midfield,"[""statsbomb_open_data""]"
16335,Samuel Chimerenka Chukwueze,Villarreal,Nigeria,Right Midfield,"[""statsbomb_open_data""]"
82926,Samuel Delli Carri,Genoa,Switzerland,,"[""statsbomb_open_data""]"
